mp-id;formula;structure_type;cations;valences;CNs;Connections depending on element, CN, and valence
mp-4582;NdRhO3;mp-556421;['Rh', 'Rh', 'Rh', 'Rh', 'Nd', 'Nd', 'Nd', 'Nd'];[3, 3, 3, 3, 3, 3, 3, 3];['6', '6', '6', '6', '9', '9', '9', '9'];{'Rh': {'val1:3': {'val2:3': {'CN1:6': {'CN2:6': {'no': 88, 'corner': 24, 'edge': 0, 'face': 0}, 'CN2:9': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}, 'CN1:9': {'CN2:6': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}}}}, 'Nd': {'val1:3': {'val2:3': {'CN1:6': {'CN2:9': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}, 'CN1:9': {'CN2:6': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}, 'CN2:9': {'no': 64, 'corner': 32, 'edge': 8, 'face': 8}}}}}}
mp-3187;BaCeO3;mp-556421;['Ba', 'Ba', 'Ba', 'Ba', 'Ce', 'Ce', 'Ce', 'Ce'];[2, 2, 2, 2, 4, 4, 4, 4];['12', '12', '12', '12', '6', '6', '6', '6'];{'Ba': {'val1:2': {'val2:2': {'CN1:12': {'CN2:12': {'no': 32, 'corner': 48, 'edge': 0, 'face': 24}}}, 'val2:4': {'CN1:12': {'CN2:6': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:4': {'val2:2': {'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}}}}, 'Ce': {'val1:2': {'val2:4': {'CN1:12': {'CN2:6': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:4': {'val2:2': {'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}}, 'val2:4': {'CN1:6': {'CN2:6': {'no': 80, 'corner': 24, 'edge': 0, 'face': 0}}}}}}
mp-540832;EuFeO3;mp-556421;['Eu', 'Eu', 'Eu', 'Eu', 'Fe', 'Fe', 'Fe', 'Fe'];[3, 3, 3, 3, 3, 3, 3, 3];['12', '12', '12', '12', '6', '6', '6', '6'];{'Eu': {'val1:3': {'val2:3': {'CN1:12': {'CN2:12': {'no': 56, 'corner': 48, 'edge': 0, 'face': 24}, 'CN2:6': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:6': {'CN2:12': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}}}}, 'Fe': {'val1:3': {'val2:3': {'CN1:12': {'CN2:6': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:6': {'CN2:12': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}, 'CN2:6': {'no': 104, 'corner': 24, 'edge': 0, 'face': 0}}}}}}
mp-20489;SrPbO3;mp-556421;['Sr', 'Sr', 'Sr', 'Sr', 'Pb', 'Pb', 'Pb', 'Pb'];[2, 2, 2, 2, 4, 4, 4, 4];['12', '12', '12', '12', '6', '6', '6', '6'];{'Sr': {'val1:2': {'val2:2': {'CN1:12': {'CN2:12': {'no': 32, 'corner': 48, 'edge': 0, 'face': 24}}}, 'val2:4': {'CN1:12': {'CN2:6': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:4': {'val2:2': {'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}}}}, 'Pb': {'val1:2': {'val2:4': {'CN1:12': {'CN2:6': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:4': {'val2:2': {'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}}, 'val2:4': {'CN1:6': {'CN2:6': {'no': 80, 'corner': 24, 'edge': 0, 'face': 0}}}}}}
mp-25037;PrMnO3;mp-556421;['Mn', 'Mn', 'Mn', 'Mn', 'Pr', 'Pr', 'Pr', 'Pr'];[3, 3, 3, 3, 3, 3, 3, 3];['6', '6', '6', '6', '12', '12', '12', '12'];{'Mn': {'val1:3': {'val2:3': {'CN1:6': {'CN2:6': {'no': 88, 'corner': 24, 'edge': 0, 'face': 0}, 'CN2:12': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:12': {'CN2:6': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}}}}, 'Pr': {'val1:3': {'val2:3': {'CN1:6': {'CN2:12': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:12': {'CN2:6': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}, 'CN2:12': {'no': 40, 'corner': 48, 'edge': 0, 'face': 24}}}}}}
mp-18725;YCrO3;mp-556421;['Cr', 'Cr', 'Cr', 'Cr', 'Y', 'Y', 'Y', 'Y'];[3, 3, 3, 3, 3, 3, 3, 3];['6', '6', '6', '6', '9', '9', '9', '9'];{'Cr': {'val1:3': {'val2:3': {'CN1:6': {'CN2:6': {'no': 104, 'corner': 24, 'edge': 0, 'face': 0}, 'CN2:9': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}, 'CN1:9': {'CN2:6': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}}}}, 'Y': {'val1:3': {'val2:3': {'CN1:6': {'CN2:9': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}, 'CN1:9': {'CN2:6': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}, 'CN2:9': {'no': 80, 'corner': 32, 'edge': 8, 'face': 8}}}}}}
mp-3792;YAlO3;mp-556421;['Al', 'Al', 'Al', 'Al', 'Y', 'Y', 'Y', 'Y'];[3, 3, 3, 3, 3, 3, 3, 3];['6', '6', '6', '6', '12', '12', '12', '12'];{'Al': {'val1:3': {'val2:3': {'CN1:6': {'CN2:6': {'no': 104, 'corner': 24, 'edge': 0, 'face': 0}, 'CN2:12': {'no': 120, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:12': {'CN2:6': {'no': 120, 'corner': 0, 'edge': 0, 'face': 32}}}}}, 'Y': {'val1:3': {'val2:3': {'CN1:6': {'CN2:12': {'no': 120, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:12': {'CN2:6': {'no': 120, 'corner': 0, 'edge': 0, 'face': 32}, 'CN2:12': {'no': 64, 'corner': 48, 'edge': 0, 'face': 24}}}}}}
mp-22981;TlIO3;mp-556421;['I', 'Tl'];[5, 1];['6', '12'];{'I': {'val1:5': {'val2:5': {'CN1:6': {'CN2:6': {'no': 18, 'corner': 6, 'edge': 0, 'face': 0}}}, 'val2:1': {'CN1:6': {'CN2:12': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}}, 'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:1': {'val2:5': {'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:12': {'CN2:6': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}}}}}, 'Tl': {'val1:5': {'val2:1': {'CN1:6': {'CN2:12': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}}, 'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:1': {'val2:5': {'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:12': {'CN2:6': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}}}, 'val2:1': {'CN1:12': {'CN2:12': {'no': 6, 'corner': 12, 'edge': 0, 'face': 6}}}}}}
mp-4891;HoAlO3;mp-556421;['Al', 'Al', 'Al', 'Al', 'Ho', 'Ho', 'Ho', 'Ho'];[3, 3, 3, 3, 3, 3, 3, 3];['6', '6', '6', '6', '12', '12', '12', '12'];{'Al': {'val1:3': {'val2:3': {'CN1:6': {'CN2:6': {'no': 104, 'corner': 24, 'edge': 0, 'face': 0}, 'CN2:12': {'no': 136, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:12': {'CN2:6': {'no': 136, 'corner': 0, 'edge': 0, 'face': 32}}}}}, 'Ho': {'val1:3': {'val2:3': {'CN1:6': {'CN2:12': {'no': 136, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:12': {'CN2:6': {'no': 136, 'corner': 0, 'edge': 0, 'face': 32}, 'CN2:12': {'no': 64, 'corner': 48, 'edge': 0, 'face': 24}}}}}}
mp-25051;NdMnO3;mp-556421;['Mn', 'Mn', 'Mn', 'Mn', 'Nd', 'Nd', 'Nd', 'Nd'];[3, 3, 3, 3, 3, 3, 3, 3];['6', '6', '6', '6', '9', '9', '9', '9'];{'Mn': {'val1:3': {'val2:3': {'CN1:6': {'CN2:6': {'no': 88, 'corner': 24, 'edge': 0, 'face': 0}, 'CN2:9': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}, 'CN1:9': {'CN2:6': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}}}}, 'Nd': {'val1:3': {'val2:3': {'CN1:6': {'CN2:9': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}, 'CN1:9': {'CN2:6': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}, 'CN2:9': {'no': 64, 'corner': 32, 'edge': 8, 'face': 8}}}}}}
mp-541919;GdNiO3;mp-556421;['Gd', 'Gd', 'Gd', 'Gd', 'Ni', 'Ni', 'Ni', 'Ni'];[3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6'];{'Gd': {'val1:3': {'val2:3': {'CN1:9': {'CN2:9': {'no': 88, 'corner': 32, 'edge': 8, 'face': 8}, 'CN2:6': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}, 'CN1:6': {'CN2:9': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}}}}, 'Ni': {'val1:3': {'val2:3': {'CN1:9': {'CN2:6': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}, 'CN1:6': {'CN2:9': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}, 'CN2:6': {'no': 104, 'corner': 24, 'edge': 0, 'face': 0}}}}}}
mp-6474;Ba3MgNb2O9;mp-556421;['Mg', 'Nb', 'Nb', 'Ba', 'Ba', 'Ba'];[2, 5, 5, 2, 2, 2];['6', '6', '6', '12', '12', '12'];{'Mg': {'val1:2': {'val2:2': {'CN1:6': {'CN2:6': {'no': 8, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:12': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}}, 'CN1:12': {'CN2:6': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 12, 'corner': 6, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:2': {'CN1:6': {'CN2:6': {'no': 12, 'corner': 6, 'edge': 0, 'face': 0}}}}}, 'Nb': {'val1:2': {'val2:5': {'CN1:6': {'CN2:6': {'no': 12, 'corner': 6, 'edge': 0, 'face': 0}, 'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:12': {'CN2:6': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}}}, 'val1:5': {'val2:2': {'CN1:6': {'CN2:6': {'no': 12, 'corner': 6, 'edge': 0, 'face': 0}, 'CN2:12': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}, 'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 28, 'corner': 6, 'edge': 0, 'face': 0}}}}}, 'Ba': {'val1:2': {'val2:2': {'CN1:6': {'CN2:12': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}}, 'CN1:12': {'CN2:6': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}, 'CN2:12': {'no': 24, 'corner': 36, 'edge': 0, 'face': 18}}}, 'val2:5': {'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:12': {'CN2:6': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}}}, 'val1:5': {'val2:2': {'CN1:6': {'CN2:12': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}, 'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}}}
mp-24849;PrCoO3;mp-556421;['Co', 'Co', 'Co', 'Co', 'Pr', 'Pr', 'Pr', 'Pr'];[3, 3, 3, 3, 3, 3, 3, 3];['6', '6', '6', '6', '12', '12', '12', '12'];{'Co': {'val1:3': {'val2:3': {'CN1:6': {'CN2:6': {'no': 104, 'corner': 24, 'edge': 0, 'face': 0}, 'CN2:12': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:12': {'CN2:6': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}}}}, 'Pr': {'val1:3': {'val2:3': {'CN1:6': {'CN2:12': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:12': {'CN2:6': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}, 'CN2:12': {'no': 56, 'corner': 48, 'edge': 0, 'face': 24}}}}}}
mp-4675;NaTaO3;mp-556421;['Na', 'Na', 'Ta', 'Ta'];[1, 1, 5, 5];['12', '12', '6', '6'];{'Na': {'val1:1': {'val2:1': {'CN1:12': {'CN2:12': {'no': 28, 'corner': 24, 'edge': 0, 'face': 12}}}, 'val2:5': {'CN1:12': {'CN2:6': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:1': {'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}}}}, 'Ta': {'val1:1': {'val2:5': {'CN1:12': {'CN2:6': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:1': {'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 52, 'corner': 12, 'edge': 0, 'face': 0}}}}}}
mp-541177;GdVO3;mp-556421;['Gd', 'Gd', 'Gd', 'Gd', 'V', 'V', 'V', 'V'];[3, 3, 3, 3, 3, 3, 3, 3];['9', '9', '9', '9', '6', '6', '6', '6'];{'Gd': {'val1:3': {'val2:3': {'CN1:9': {'CN2:9': {'no': 80, 'corner': 32, 'edge': 8, 'face': 8}, 'CN2:6': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}, 'CN1:6': {'CN2:9': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}}}}, 'V': {'val1:3': {'val2:3': {'CN1:9': {'CN2:6': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}, 'CN1:6': {'CN2:9': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}, 'CN2:6': {'no': 104, 'corner': 24, 'edge': 0, 'face': 0}}}}}}
mp-4096;CeAlO3;mp-556421;['Al', 'Al', 'Ce', 'Ce'];[3, 3, 3, 3];['6', '6', '12', '12'];{'Al': {'val1:3': {'val2:3': {'CN1:6': {'CN2:6': {'no': 52, 'corner': 12, 'edge': 0, 'face': 0}, 'CN2:12': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}, 'CN1:12': {'CN2:6': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}}}}, 'Ce': {'val1:3': {'val2:3': {'CN1:6': {'CN2:12': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}, 'CN1:12': {'CN2:6': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}, 'CN2:12': {'no': 28, 'corner': 24, 'edge': 0, 'face': 12}}}}}}
mp-19843;CeAlO3;mp-556421;['Al', 'Al', 'Ce', 'Ce'];[3, 3, 3, 3];['6', '6', '12', '12'];{'Al': {'val1:3': {'val2:3': {'CN1:6': {'CN2:6': {'no': 52, 'corner': 12, 'edge': 0, 'face': 0}, 'CN2:12': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}, 'CN1:12': {'CN2:6': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}}}}, 'Ce': {'val1:3': {'val2:3': {'CN1:6': {'CN2:12': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}, 'CN1:12': {'CN2:6': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}, 'CN2:12': {'no': 28, 'corner': 24, 'edge': 0, 'face': 12}}}}}}
mp-19168;LaMnO3;mp-556421;['Mn', 'Mn', 'La', 'La'];[3, 3, 3, 3];['6', '6', '12', '12'];{'Mn': {'val1:3': {'val2:3': {'CN1:6': {'CN2:6': {'no': 52, 'corner': 12, 'edge': 0, 'face': 0}, 'CN2:12': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}, 'CN1:12': {'CN2:6': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}}}}, 'La': {'val1:3': {'val2:3': {'CN1:6': {'CN2:12': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}, 'CN1:12': {'CN2:6': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}, 'CN2:12': {'no': 28, 'corner': 24, 'edge': 0, 'face': 12}}}}}}
mp-32310;Ba3Ta2NiO9;mp-556421;['Ni', 'Ba', 'Ba', 'Ba', 'Ta', 'Ta'];[2, 2, 2, 2, 5, 5];['6', '12', '12', '12', '6', '6'];{'Ni': {'val1:2': {'val2:2': {'CN1:6': {'CN2:6': {'no': 8, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:12': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}}, 'CN1:12': {'CN2:6': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 12, 'corner': 6, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:2': {'CN1:6': {'CN2:6': {'no': 12, 'corner': 6, 'edge': 0, 'face': 0}}}}}, 'Ba': {'val1:2': {'val2:2': {'CN1:6': {'CN2:12': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}}, 'CN1:12': {'CN2:6': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}, 'CN2:12': {'no': 24, 'corner': 36, 'edge': 0, 'face': 18}}}, 'val2:5': {'CN1:12': {'CN2:6': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:2': {'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}}}}, 'Ta': {'val1:2': {'val2:5': {'CN1:6': {'CN2:6': {'no': 12, 'corner': 6, 'edge': 0, 'face': 0}, 'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:12': {'CN2:6': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}}}, 'val1:5': {'val2:2': {'CN1:6': {'CN2:6': {'no': 12, 'corner': 6, 'edge': 0, 'face': 0}, 'CN2:12': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}, 'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 28, 'corner': 6, 'edge': 0, 'face': 0}}}}}}
mp-600864;Ba3Nb2CoO9;mp-556421;['Co', 'Nb', 'Nb', 'Ba', 'Ba', 'Ba'];[2, 5, 5, 2, 2, 2];['6', '6', '6', '12', '12', '12'];{'Co': {'val1:2': {'val2:2': {'CN1:6': {'CN2:6': {'no': 8, 'corner': 0, 'edge': 0, 'face': 0}, 'CN2:12': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}}, 'CN1:12': {'CN2:6': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 12, 'corner': 6, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:2': {'CN1:6': {'CN2:6': {'no': 12, 'corner': 6, 'edge': 0, 'face': 0}}}}}, 'Nb': {'val1:2': {'val2:5': {'CN1:6': {'CN2:6': {'no': 12, 'corner': 6, 'edge': 0, 'face': 0}, 'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:12': {'CN2:6': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}}}, 'val1:5': {'val2:2': {'CN1:6': {'CN2:6': {'no': 12, 'corner': 6, 'edge': 0, 'face': 0}, 'CN2:12': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}, 'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 28, 'corner': 6, 'edge': 0, 'face': 0}}}}}, 'Ba': {'val1:2': {'val2:2': {'CN1:6': {'CN2:12': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}}, 'CN1:12': {'CN2:6': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}, 'CN2:12': {'no': 24, 'corner': 36, 'edge': 0, 'face': 18}}}, 'val2:5': {'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:12': {'CN2:6': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}}}, 'val1:5': {'val2:2': {'CN1:6': {'CN2:12': {'no': 48, 'corner': 0, 'edge': 0, 'face': 16}}, 'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}}}
mp-7405;SmAlO3;mp-556421;['Al', 'Al', 'Al', 'Al', 'Sm', 'Sm', 'Sm', 'Sm'];[3, 3, 3, 3, 3, 3, 3, 3];['6', '6', '6', '6', '12', '12', '12', '12'];{'Al': {'val1:3': {'val2:3': {'CN1:6': {'CN2:6': {'no': 104, 'corner': 24, 'edge': 0, 'face': 0}, 'CN2:12': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:12': {'CN2:6': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}}}}, 'Sm': {'val1:3': {'val2:3': {'CN1:6': {'CN2:12': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:12': {'CN2:6': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}, 'CN2:12': {'no': 56, 'corner': 48, 'edge': 0, 'face': 24}}}}}}
mp-4126;KUO3;mp-556421;['K', 'U'];[1, 5];['12', '6'];{'K': {'val1:1': {'val2:1': {'CN1:12': {'CN2:12': {'no': 8, 'corner': 12, 'edge': 0, 'face': 6}}}, 'val2:5': {'CN1:12': {'CN2:6': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:1': {'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}}}}}, 'U': {'val1:1': {'val2:5': {'CN1:12': {'CN2:6': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:1': {'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 24, 'corner': 0, 'edge': 0, 'face': 8}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 20, 'corner': 6, 'edge': 0, 'face': 0}}}}}}
mp-4681;NaNbO3;mp-556421;['Na', 'Na', 'Na', 'Na', 'Nb', 'Nb', 'Nb', 'Nb'];[1, 1, 1, 1, 5, 5, 5, 5];['12', '12', '12', '12', '6', '6', '6', '6'];{'Na': {'val1:1': {'val2:1': {'CN1:12': {'CN2:12': {'no': 40, 'corner': 48, 'edge': 0, 'face': 24}}}, 'val2:5': {'CN1:12': {'CN2:6': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:1': {'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}}}}, 'Nb': {'val1:1': {'val2:5': {'CN1:12': {'CN2:6': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}, 'CN1:6': {'CN2:12': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}}}, 'val1:5': {'val2:1': {'CN1:12': {'CN2:6': {'no': 0, 'corner': 0, 'edge': 0, 'face': 0}}, 'CN1:6': {'CN2:12': {'no': 96, 'corner': 0, 'edge': 0, 'face': 32}}}, 'val2:5': {'CN1:6': {'CN2:6': {'no': 88, 'corner': 24, 'edge': 0, 'face': 0}}}}}}
mp-24989;SmFeO3;mp-556421;['Fe', 'Fe', 'Fe', 'Fe', 'Sm', 'Sm', 'Sm', 'Sm'];[3, 3, 3, 3, 3, 3, 3, 3];['6', '6', '6', '6', '9', '9', '9', '9'];{'Fe': {'val1:3': {'val2:3': {'CN1:6': {'CN2:6': {'no': 104, 'corner': 24, 'edge': 0, 'face': 0}, 'CN2:9': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}, 'CN1:9': {'CN2:6': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}}}}, 'Sm': {'val1:3': {'val2:3': {'CN1:6': {'CN2:9': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}}, 'CN1:9': {'CN2:6': {'no': 96, 'corner': 8, 'edge': 8, 'face': 16}, 'CN2:9': {'no': 80, 'corner': 32, 'edge': 8, 'face': 8}}}}}}
