mp-id;formula;cations;valences;CNs;Connections of Cations with Valences 
mp-557844;KMg4(PO4)3;['K', 'K', 'K', 'K', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'];[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['9', '9', '9', '9', '6', '4', '6', '6', '6', '5', '5', '4', '6', '6', '5', '5', '6', '4', '6', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'K': {1: {'no': 224, 'corner': 28, 'edge': 32, 'face': 0}}, 'Mg': {2: {'no': 860, 'corner': 132, 'edge': 44, 'face': 0}}, 'P': {5: {'no': 696, 'corner': 72, 'edge': 24, 'face': 0}}}
mp-641497;KFeCo3(PO4)3;['K', 'K', 'K', 'K', 'Fe', 'Fe', 'Fe', 'Fe', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'];[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['9', '9', '9', '9', '4', '4', '4', '4', '5', '6', '6', '6', '6', '5', '5', '6', '5', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'K': {1: {'no': 224, 'corner': 28, 'edge': 32, 'face': 0}}, 'Fe': {2: {'no': 232, 'corner': 32, 'edge': 8, 'face': 0}}, 'Co': {2: {'no': 612, 'corner': 100, 'edge': 36, 'face': 0}}, 'P': {5: {'no': 680, 'corner': 72, 'edge': 24, 'face': 0}}}
mp-565738;RbMn4(PO4)3;['Rb', 'Rb', 'Rb', 'Rb', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'];[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['8', '8', '8', '8', '4', '5', '5', '4', '5', '5', '4', '5', '5', '5', '4', '5', '5', '5', '5', '5', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'Rb': {1: {'no': 212, 'corner': 24, 'edge': 24, 'face': 0}}, 'Mn': {2: {'no': 800, 'corner': 124, 'edge': 28, 'face': 0}}, 'P': {5: {'no': 616, 'corner': 76, 'edge': 16, 'face': 0}}}
mp-646599;KCo4(PO4)3;['K', 'K', 'K', 'K', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'];[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['8', '8', '8', '8', '4', '5', '5', '5', '4', '5', '5', '5', '5', '5', '5', '5', '5', '5', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'K': {1: {'no': 236, 'corner': 24, 'edge': 24, 'face': 0}}, 'Co': {2: {'no': 876, 'corner': 124, 'edge': 28, 'face': 0}}, 'P': {5: {'no': 692, 'corner': 76, 'edge': 16, 'face': 0}}}
mp-17066;Y2TeO6;['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Te', 'Te', 'Te', 'Te'];[3, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6];['5', '5', '5', '5', '7', '7', '7', '7', '6', '6', '6', '6'];{'Y': {3: {'no': 328, 'corner': 72, 'edge': 12, 'face': 0}}, 'Te': {6: {'no': 168, 'corner': 24, 'edge': 12, 'face': 0}}}
mp-31318;Nd2TeO6;['Te', 'Te', 'Te', 'Te', 'Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'Nd'];[6, 6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3];['6', '6', '6', '6', '7', '7', '7', '7', '5', '5', '5', '5'];{'Te': {6: {'no': 160, 'corner': 24, 'edge': 12, 'face': 0}}, 'Nd': {3: {'no': 312, 'corner': 72, 'edge': 12, 'face': 0}}}
mp-25180;Nd2WO6;['Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'W', 'W', 'W', 'W'];[3, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6];['7', '7', '7', '7', '5', '5', '5', '5', '6', '6', '6', '6'];{'Nd': {3: {'no': 300, 'corner': 72, 'edge': 12, 'face': 0}}, 'W': {6: {'no': 156, 'corner': 24, 'edge': 12, 'face': 0}}}
mp-17583;Gd2TeO6;['Te', 'Te', 'Te', 'Te', 'Gd', 'Gd', 'Gd', 'Gd', 'Gd', 'Gd', 'Gd', 'Gd'];[6, 6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3];['6', '6', '6', '6', '7', '7', '7', '7', '5', '5', '5', '5'];{'Te': {6: {'no': 168, 'corner': 24, 'edge': 12, 'face': 0}}, 'Gd': {3: {'no': 328, 'corner': 72, 'edge': 12, 'face': 0}}}
mp-17350;La2TeO6;['Te', 'Te', 'Te', 'Te', 'La', 'La', 'La', 'La', 'La', 'La', 'La', 'La'];[6, 6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3];['6', '6', '6', '6', '7', '7', '7', '7', '5', '5', '5', '5'];{'Te': {6: {'no': 140, 'corner': 24, 'edge': 12, 'face': 0}}, 'La': {3: {'no': 276, 'corner': 72, 'edge': 12, 'face': 0}}}
mp-604498;NdTl(MoO4)2;['Nd', 'Nd', 'Tl', 'Tl', 'Mo', 'Mo', 'Mo', 'Mo'];[3, 3, 1, 1, 6, 6, 6, 6];['8', '8', '8', '8', '4', '4', '4', '4'];{'Nd': {3: {'no': 76, 'corner': 16, 'edge': 8, 'face': 0}}, 'Tl': {1: {'no': 76, 'corner': 16, 'edge': 8, 'face': 0}}, 'Mo': {6: {'no': 168, 'corner': 32, 'edge': 0, 'face': 0}}}
mp-565901;RbPr(MoO4)2;['Rb', 'Rb', 'Pr', 'Pr', 'Mo', 'Mo', 'Mo', 'Mo'];[1, 1, 3, 3, 6, 6, 6, 6];['8', '8', '8', '8', '4', '4', '4', '4'];{'Rb': {1: {'no': 68, 'corner': 16, 'edge': 8, 'face': 0}}, 'Pr': {3: {'no': 68, 'corner': 16, 'edge': 8, 'face': 0}}, 'Mo': {6: {'no': 152, 'corner': 32, 'edge': 0, 'face': 0}}}
mp-19687;RbLa(MoO4)2;['Rb', 'Rb', 'Mo', 'Mo', 'Mo', 'Mo', 'La', 'La'];[1, 1, 6, 6, 6, 6, 3, 3];['8', '8', '4', '4', '4', '4', '8', '8'];{'Rb': {1: {'no': 60, 'corner': 16, 'edge': 8, 'face': 0}}, 'Mo': {6: {'no': 136, 'corner': 32, 'edge': 0, 'face': 0}}, 'La': {3: {'no': 60, 'corner': 16, 'edge': 8, 'face': 0}}}
mp-19579;PrTl(MoO4)2;['Mo', 'Mo', 'Mo', 'Mo', 'Pr', 'Pr', 'Tl', 'Tl'];[6, 6, 6, 6, 3, 3, 1, 1];['4', '4', '4', '4', '8', '8', '8', '8'];{'Mo': {6: {'no': 168, 'corner': 32, 'edge': 0, 'face': 0}}, 'Pr': {3: {'no': 76, 'corner': 16, 'edge': 8, 'face': 0}}, 'Tl': {1: {'no': 76, 'corner': 16, 'edge': 8, 'face': 0}}}
mp-19640;SmTl(MoO4)2;['Mo', 'Mo', 'Mo', 'Mo', 'Sm', 'Sm', 'Tl', 'Tl'];[6, 6, 6, 6, 3, 3, 1, 1];['4', '4', '4', '4', '8', '8', '8', '8'];{'Mo': {6: {'no': 200, 'corner': 32, 'edge': 0, 'face': 0}}, 'Sm': {3: {'no': 92, 'corner': 16, 'edge': 8, 'face': 0}}, 'Tl': {1: {'no': 92, 'corner': 16, 'edge': 8, 'face': 0}}}
mp-504851;Rb2Na3InO4;['In', 'In', 'In', 'In', 'Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na'];[3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];['4', '4', '4', '4', '6', '6', '6', '6', '6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'In': {3: {'no': 208, 'corner': 48, 'edge': 24, 'face': 0}}, 'Rb': {1: {'no': 368, 'corner': 112, 'edge': 88, 'face': 0}}, 'Na': {1: {'no': 656, 'corner': 144, 'edge': 72, 'face': 0}}}
mp-17375;K2Na3TlO4;['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'Tl', 'Tl', 'Tl', 'Tl'];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3];['4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '6', '6', '6', '6', '6', '6', '6', '6', '4', '4', '4', '4'];{'Na': {1: {'no': 688, 'corner': 144, 'edge': 72, 'face': 0}}, 'K': {1: {'no': 416, 'corner': 112, 'edge': 88, 'face': 0}}, 'Tl': {3: {'no': 208, 'corner': 48, 'edge': 24, 'face': 0}}}
mp-540990;Na2Li3CoO4;['Co', 'Co', 'Co', 'Co', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li'];[3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];['4', '4', '4', '4', '6', '6', '6', '6', '6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'Co': {3: {'no': 400, 'corner': 48, 'edge': 24, 'face': 0}}, 'Na': {1: {'no': 700, 'corner': 112, 'edge': 88, 'face': 0}}, 'Li': {1: {'no': 1156, 'corner': 144, 'edge': 72, 'face': 0}}}
mp-540945;Na2Li3GaO4;['Ga', 'Ga', 'Ga', 'Ga', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li'];[3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];['4', '4', '4', '4', '6', '6', '6', '6', '6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'Ga': {3: {'no': 384, 'corner': 48, 'edge': 24, 'face': 0}}, 'Na': {1: {'no': 692, 'corner': 112, 'edge': 88, 'face': 0}}, 'Li': {1: {'no': 1144, 'corner': 144, 'edge': 72, 'face': 0}}}
mp-560846;Na2Li3FeO4;['Fe', 'Fe', 'Fe', 'Fe', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li'];[3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];['4', '4', '4', '4', '6', '6', '6', '6', '6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'Fe': {3: {'no': 360, 'corner': 48, 'edge': 24, 'face': 0}}, 'Na': {1: {'no': 676, 'corner': 112, 'edge': 88, 'face': 0}}, 'Li': {1: {'no': 1096, 'corner': 144, 'edge': 72, 'face': 0}}}
mp-6278;Zn2Cu(AsO4)2;['Cu', 'Zn', 'Zn', 'As', 'As'];[2, 2, 2, 5, 5];['4', '5', '5', '4', '4'];{'Cu': {2: {'no': 54, 'corner': 8, 'edge': 0, 'face': 0}}, 'Zn': {2: {'no': 110, 'corner': 14, 'edge': 2, 'face': 0}}, 'As': {5: {'no': 116, 'corner': 14, 'edge': 0, 'face': 0}}}
mp-559068;Na2Pd(SeO4)2;['Na', 'Na', 'Pd', 'Se', 'Se'];[1, 1, 2, 6, 6];['6', '6', '4', '4', '4'];{'Na': {1: {'no': 76, 'corner': 16, 'edge': 4, 'face': 0}}, 'Pd': {2: {'no': 44, 'corner': 8, 'edge': 0, 'face': 0}}, 'Se': {6: {'no': 88, 'corner': 12, 'edge': 2, 'face': 0}}}
mp-13361;Cd2Cu(PO4)2;['P', 'P', 'Cu', 'Cd', 'Cd'];[5, 5, 2, 2, 2];['4', '4', '4', '6', '6'];{'P': {5: {'no': 112, 'corner': 12, 'edge': 2, 'face': 0}}, 'Cu': {2: {'no': 50, 'corner': 8, 'edge': 0, 'face': 0}}, 'Cd': {2: {'no': 100, 'corner': 16, 'edge': 4, 'face': 0}}}
mp-4093;Cu3(PO4)2;['P', 'P', 'Cu', 'Cu', 'Cu'];[5, 5, 2, 2, 2];['4', '4', '6', '6', '4'];{'P': {5: {'no': 126, 'corner': 12, 'edge': 2, 'face': 0}}, 'Cu': {2: {'no': 182, 'corner': 24, 'edge': 4, 'face': 0}}}
mp-21209;Cu3(AsO4)2;['Cu', 'Cu', 'Cu', 'As', 'As'];[2, 2, 2, 5, 5];['4', '5', '5', '4', '4'];{'Cu': {2: {'no': 170, 'corner': 22, 'edge': 2, 'face': 0}}, 'As': {5: {'no': 118, 'corner': 14, 'edge': 0, 'face': 0}}}
mp-22968;NaClO4;['Na', 'Na', 'Cl', 'Cl'];[1, 1, 7, 7];['8', '8', '4', '4'];{'Na': {1: {'no': 76, 'corner': 16, 'edge': 8, 'face': 0}}, 'Cl': {7: {'no': 88, 'corner': 8, 'edge': 4, 'face': 0}}}
mp-10476;NaEr(SO4)2;['Na', 'Na', 'S', 'S', 'S', 'S', 'Er', 'Er'];[1, 1, 6, 6, 6, 6, 3, 3];['8', '8', '4', '4', '4', '4', '8', '8'];{'Na': {1: {'no': 88, 'corner': 16, 'edge': 8, 'face': 0}}, 'S': {6: {'no': 188, 'corner': 16, 'edge': 8, 'face': 0}}, 'Er': {3: {'no': 80, 'corner': 16, 'edge': 8, 'face': 0}}}
mp-4406;CaSO4;['S', 'S', 'Ca', 'Ca'];[6, 6, 2, 2];['4', '4', '8', '8'];{'S': {6: {'no': 96, 'corner': 8, 'edge': 4, 'face': 0}}, 'Ca': {2: {'no': 84, 'corner': 16, 'edge': 8, 'face': 0}}}
mp-7719;NaTm(SO4)2;['Na', 'Na', 'S', 'S', 'S', 'S', 'Tm', 'Tm'];[1, 1, 6, 6, 6, 6, 3, 3];['8', '8', '4', '4', '4', '4', '8', '8'];{'Na': {1: {'no': 88, 'corner': 16, 'edge': 8, 'face': 0}}, 'S': {6: {'no': 188, 'corner': 16, 'edge': 8, 'face': 0}}, 'Tm': {3: {'no': 80, 'corner': 16, 'edge': 8, 'face': 0}}}
mp-558798;BiPO4;['Bi', 'Bi', 'P', 'P'];[3, 3, 5, 5];['8', '8', '4', '4'];{'Bi': {3: {'no': 72, 'corner': 16, 'edge': 8, 'face': 0}}, 'P': {5: {'no': 84, 'corner': 8, 'edge': 4, 'face': 0}}}
mp-540844;Ni(NO3)2;['Ni', 'Ni', 'Ni', 'Ni', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N'];[2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5];['6', '6', '6', '6', '3', '3', '3', '3', '3', '3', '3', '3'];{'Ni': {2: {'no': 200, 'corner': 24, 'edge': 0, 'face': 0}}, 'N': {5: {'no': 472, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-562609;Mn(NO3)2;['Mn', 'Mn', 'Mn', 'Mn', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N'];[2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5];['6', '6', '6', '6', '3', '3', '3', '3', '3', '3', '3', '3'];{'Mn': {2: {'no': 200, 'corner': 24, 'edge': 0, 'face': 0}}, 'N': {5: {'no': 424, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-4157;Sr(NO3)2;['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'Sr', 'Sr', 'Sr', 'Sr'];[5, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2];['3', '3', '3', '3', '3', '3', '3', '3', '12', '12', '12', '12'];{'N': {5: {'no': 448, 'corner': 0, 'edge': 24, 'face': 0}}, 'Sr': {2: {'no': 152, 'corner': 48, 'edge': 24, 'face': 0}}}
mp-20820;Pb(NO3)2;['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'Pb', 'Pb', 'Pb', 'Pb'];[5, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2];['3', '3', '3', '3', '3', '3', '3', '3', '12', '12', '12', '12'];{'N': {5: {'no': 448, 'corner': 0, 'edge': 24, 'face': 0}}, 'Pb': {2: {'no': 152, 'corner': 48, 'edge': 24, 'face': 0}}}
mp-3142;Ca(NO3)2;['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'Ca', 'Ca', 'Ca', 'Ca'];[5, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2];['3', '3', '3', '3', '3', '3', '3', '3', '12', '12', '12', '12'];{'N': {5: {'no': 472, 'corner': 0, 'edge': 24, 'face': 0}}, 'Ca': {2: {'no': 152, 'corner': 48, 'edge': 24, 'face': 0}}}
mp-560489;Gd(IO3)3;['Gd', 'Gd', 'Gd', 'Gd', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I'];[3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['8', '8', '8', '8', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3'];{'Gd': {3: {'no': 140, 'corner': 32, 'edge': 0, 'face': 0}}, 'I': {5: {'no': 480, 'corner': 32, 'edge': 0, 'face': 0}}}
mp-558007;Sm(IO3)3;['Sm', 'Sm', 'Sm', 'Sm', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I'];[3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['8', '8', '8', '8', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3'];{'Sm': {3: {'no': 140, 'corner': 32, 'edge': 0, 'face': 0}}, 'I': {5: {'no': 476, 'corner': 32, 'edge': 0, 'face': 0}}}
mp-559476;Dy(IO3)3;['Dy', 'Dy', 'Dy', 'Dy', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I'];[3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['8', '8', '8', '8', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3'];{'Dy': {3: {'no': 144, 'corner': 32, 'edge': 0, 'face': 0}}, 'I': {5: {'no': 480, 'corner': 32, 'edge': 0, 'face': 0}}}
mp-30948;Tb(IO3)3;['I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'Tb', 'Tb', 'Tb', 'Tb'];[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3];['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '8', '8', '8', '8'];{'I': {5: {'no': 480, 'corner': 32, 'edge': 0, 'face': 0}}, 'Tb': {3: {'no': 140, 'corner': 32, 'edge': 0, 'face': 0}}}
mp-561108;Y(IO3)3;['Y', 'Y', 'Y', 'Y', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I'];[3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['8', '8', '8', '8', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3'];{'Y': {3: {'no': 140, 'corner': 32, 'edge': 0, 'face': 0}}, 'I': {5: {'no': 480, 'corner': 32, 'edge': 0, 'face': 0}}}
mp-25043;Mn(SbO3)2;['Mn', 'Mn', 'Mn', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb'];[2, 2, 2, 5, 5, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6', '6', '6', '6'];{'Mn': {2: {'no': 153, 'corner': 30, 'edge': 3, 'face': 0}}, 'Sb': {5: {'no': 297, 'corner': 42, 'edge': 15, 'face': 0}}}
mp-504908;In2TeO6;['In', 'In', 'In', 'In', 'In', 'In', 'Te', 'Te', 'Te'];[3, 3, 3, 3, 3, 3, 6, 6, 6];['6', '6', '6', '6', '6', '6', '6', '6', '6'];{'In': {3: {'no': 309, 'corner': 54, 'edge': 9, 'face': 0}}, 'Te': {6: {'no': 141, 'corner': 18, 'edge': 9, 'face': 0}}}
mp-557773;Sc2TeO6;['Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Te', 'Te', 'Te'];[3, 3, 3, 3, 3, 3, 6, 6, 6];['6', '6', '6', '6', '6', '6', '6', '6', '6'];{'Sc': {3: {'no': 321, 'corner': 54, 'edge': 9, 'face': 0}}, 'Te': {6: {'no': 153, 'corner': 18, 'edge': 9, 'face': 0}}}
mp-8504;Yb2TeO6;['Te', 'Te', 'Te', 'Yb', 'Yb', 'Yb', 'Yb', 'Yb', 'Yb'];[6, 6, 6, 3, 3, 3, 3, 3, 3];['6', '6', '6', '6', '6', '6', '6', '6', '6'];{'Te': {6: {'no': 111, 'corner': 18, 'edge': 9, 'face': 0}}, 'Yb': {3: {'no': 219, 'corner': 54, 'edge': 9, 'face': 0}}}
mp-14396;Mg3(PO4)2;['Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'P', 'P', 'P', 'P'];[2, 2, 2, 2, 2, 2, 5, 5, 5, 5];['5', '5', '5', '5', '6', '6', '4', '4', '4', '4'];{'Mg': {2: {'no': 348, 'corner': 32, 'edge': 16, 'face': 0}}, 'P': {5: {'no': 224, 'corner': 24, 'edge': 4, 'face': 0}}}
mp-19264;Co3(PO4)2;['P', 'P', 'P', 'P', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co'];[5, 5, 5, 5, 2, 2, 2, 2, 2, 2];['4', '4', '4', '4', '5', '5', '5', '5', '6', '6'];{'P': {5: {'no': 224, 'corner': 24, 'edge': 4, 'face': 0}}, 'Co': {2: {'no': 340, 'corner': 32, 'edge': 16, 'face': 0}}}
mp-31005;Zn3(PO4)2;['P', 'P', 'P', 'P', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn'];[5, 5, 5, 5, 2, 2, 2, 2, 2, 2];['4', '4', '4', '4', '5', '5', '5', '5', '6', '6'];{'P': {5: {'no': 224, 'corner': 24, 'edge': 4, 'face': 0}}, 'Zn': {2: {'no': 340, 'corner': 32, 'edge': 16, 'face': 0}}}
mp-16834;Zn3(AsO4)2;['Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'As', 'As', 'As', 'As'];[2, 2, 2, 2, 2, 2, 5, 5, 5, 5];['5', '5', '5', '5', '6', '6', '4', '4', '4', '4'];{'Zn': {2: {'no': 304, 'corner': 32, 'edge': 16, 'face': 0}}, 'As': {5: {'no': 196, 'corner': 24, 'edge': 4, 'face': 0}}}
mp-25088;LiIn(MoO4)2;['Li', 'Li', 'Mo', 'Mo', 'Mo', 'Mo', 'In', 'In'];[1, 1, 6, 6, 6, 6, 3, 3];['6', '6', '6', '6', '6', '6', '6', '6'];{'Li': {1: {'no': 112, 'corner': 16, 'edge': 4, 'face': 0}}, 'Mo': {6: {'no': 220, 'corner': 32, 'edge': 8, 'face': 0}}, 'In': {3: {'no': 108, 'corner': 16, 'edge': 4, 'face': 0}}}
mp-3368;LiNb3O8;['Li', 'Li', 'Li', 'Li', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb'];[1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'Li': {1: {'no': 220, 'corner': 32, 'edge': 8, 'face': 0}}, 'Nb': {5: {'no': 644, 'corner': 96, 'edge': 24, 'face': 0}}}
mp-7638;LiTa3O8;['Li', 'Li', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta'];[1, 1, 5, 5, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6', '6', '6'];{'Li': {1: {'no': 112, 'corner': 16, 'edge': 4, 'face': 0}}, 'Ta': {5: {'no': 328, 'corner': 48, 'edge': 12, 'face': 0}}}
mp-19682;LiFe(WO4)2;['Li', 'Li', 'Fe', 'Fe', 'W', 'W', 'W', 'W'];[1, 1, 3, 3, 6, 6, 6, 6];['6', '6', '6', '6', '6', '6', '6', '6'];{'Li': {1: {'no': 112, 'corner': 16, 'edge': 4, 'face': 0}}, 'Fe': {3: {'no': 120, 'corner': 16, 'edge': 4, 'face': 0}}, 'W': {6: {'no': 228, 'corner': 32, 'edge': 8, 'face': 0}}}
mp-14485;LaTa7O19;['La', 'La', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta'];[3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['8', '8', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '6', '6', '7', '7'];{'La': {3: {'no': 66, 'corner': 0, 'edge': 18, 'face': 0}}, 'Ta': {5: {'no': 546, 'corner': 60, 'edge': 66, 'face': 0}}}
mp-14676;NdTa7O19;['Nd', 'Nd', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta'];[3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['8', '8', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '6', '6', '7', '7'];{'Nd': {3: {'no': 66, 'corner': 0, 'edge': 18, 'face': 0}}, 'Ta': {5: {'no': 546, 'corner': 60, 'edge': 66, 'face': 0}}}
