mp-id;formula;cations;valences;CNs;Connections of Cations with Valences 
mp-24903;Na3CrP8O23;['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Cr', 'Cr', 'Cr', 'Cr'];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3];['6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '6', '6', '6', '6'];{'Na': {1: {'no': 564, 'corner': 72, 'edge': 48, 'face': 0}}, 'P': {5: {'no': 1672, 'corner': 168, 'edge': 0, 'face': 0}}, 'Cr': {3: {'no': 212, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-25116;Na3VP8O23;['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'V', 'V', 'V', 'V'];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3];['6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '6', '6', '6', '6'];{'Na': {1: {'no': 540, 'corner': 72, 'edge': 48, 'face': 0}}, 'P': {5: {'no': 1648, 'corner': 168, 'edge': 0, 'face': 0}}, 'V': {3: {'no': 212, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-14389;Na3AlP8O23;['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Al', 'Al', 'Al', 'Al', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'Na': {1: {'no': 564, 'corner': 72, 'edge': 48, 'face': 0}}, 'Al': {3: {'no': 212, 'corner': 24, 'edge': 0, 'face': 0}}, 'P': {5: {'no': 1672, 'corner': 168, 'edge': 0, 'face': 0}}}
mp-16056;Ho2Cu(GeO3)4;['Cu', 'Ge', 'Ge', 'Ge', 'Ge', 'Ho', 'Ho'];[2, 4, 4, 4, 4, 3, 3];['4', '4', '4', '4', '4', '6', '6'];{'Cu': {2: {'no': 50, 'corner': 4, 'edge': 2, 'face': 0}}, 'Ge': {4: {'no': 210, 'corner': 22, 'edge': 2, 'face': 0}}, 'Ho': {3: {'no': 98, 'corner': 10, 'edge': 6, 'face': 0}}}
mp-22196;Dy2Cu(GeO3)4;['Cu', 'Ge', 'Ge', 'Ge', 'Ge', 'Dy', 'Dy'];[2, 4, 4, 4, 4, 3, 3];['4', '4', '4', '4', '4', '5', '5'];{'Cu': {2: {'no': 48, 'corner': 6, 'edge': 0, 'face': 0}}, 'Ge': {4: {'no': 204, 'corner': 20, 'edge': 2, 'face': 0}}, 'Dy': {3: {'no': 96, 'corner': 10, 'edge': 4, 'face': 0}}}
mp-10966;Tb2Cu(GeO3)4;['Cu', 'Ge', 'Ge', 'Ge', 'Ge', 'Tb', 'Tb'];[2, 4, 4, 4, 4, 3, 3];['4', '4', '4', '4', '4', '5', '5'];{'Cu': {2: {'no': 48, 'corner': 6, 'edge': 0, 'face': 0}}, 'Ge': {4: {'no': 202, 'corner': 20, 'edge': 2, 'face': 0}}, 'Tb': {3: {'no': 94, 'corner': 10, 'edge': 4, 'face': 0}}}
mp-9495;Yb2Cu(GeO3)4;['Cu', 'Ge', 'Ge', 'Ge', 'Ge', 'Yb', 'Yb'];[2, 4, 4, 4, 4, 3, 3];['4', '4', '4', '4', '4', '7', '7'];{'Cu': {2: {'no': 56, 'corner': 4, 'edge': 2, 'face': 0}}, 'Ge': {4: {'no': 222, 'corner': 24, 'edge': 2, 'face': 0}}, 'Yb': {3: {'no': 102, 'corner': 12, 'edge': 8, 'face': 0}}}
mp-16057;Er2Cu(GeO3)4;['Cu', 'Ge', 'Ge', 'Ge', 'Ge', 'Er', 'Er'];[2, 4, 4, 4, 4, 3, 3];['4', '4', '4', '4', '4', '6', '6'];{'Cu': {2: {'no': 50, 'corner': 4, 'edge': 2, 'face': 0}}, 'Ge': {4: {'no': 210, 'corner': 22, 'edge': 2, 'face': 0}}, 'Er': {3: {'no': 98, 'corner': 10, 'edge': 6, 'face': 0}}}
mp-9805;KYb(CO3)2;['C', 'C', 'C', 'C', 'K', 'K', 'Yb', 'Yb'];[4, 4, 4, 4, 1, 1, 3, 3];['3', '3', '3', '3', '4', '4', '8', '8'];{'C': {4: {'no': 212, 'corner': 16, 'edge': 4, 'face': 0}}, 'K': {1: {'no': 100, 'corner': 16, 'edge': 4, 'face': 0}}, 'Yb': {3: {'no': 96, 'corner': 16, 'edge': 8, 'face': 0}}}
mp-9806;KGd(CO3)2;['C', 'C', 'C', 'C', 'K', 'K', 'Gd', 'Gd'];[4, 4, 4, 4, 1, 1, 3, 3];['3', '3', '3', '3', '4', '4', '8', '8'];{'C': {4: {'no': 212, 'corner': 16, 'edge': 4, 'face': 0}}, 'K': {1: {'no': 100, 'corner': 16, 'edge': 4, 'face': 0}}, 'Gd': {3: {'no': 96, 'corner': 16, 'edge': 8, 'face': 0}}}
mp-9804;KHo(CO3)2;['C', 'C', 'C', 'C', 'K', 'K', 'Ho', 'Ho'];[4, 4, 4, 4, 1, 1, 3, 3];['3', '3', '3', '3', '4', '4', '8', '8'];{'C': {4: {'no': 224, 'corner': 16, 'edge': 4, 'face': 0}}, 'K': {1: {'no': 104, 'corner': 16, 'edge': 4, 'face': 0}}, 'Ho': {3: {'no': 100, 'corner': 16, 'edge': 8, 'face': 0}}}
mp-9807;KDy(CO3)2;['C', 'C', 'C', 'C', 'K', 'K', 'Dy', 'Dy'];[4, 4, 4, 4, 1, 1, 3, 3];['3', '3', '3', '3', '4', '4', '8', '8'];{'C': {4: {'no': 216, 'corner': 16, 'edge': 4, 'face': 0}}, 'K': {1: {'no': 104, 'corner': 16, 'edge': 4, 'face': 0}}, 'Dy': {3: {'no': 100, 'corner': 16, 'edge': 8, 'face': 0}}}
mp-9842;RbSm(CO3)2;['C', 'C', 'C', 'C', 'Rb', 'Rb', 'Sm', 'Sm'];[4, 4, 4, 4, 1, 1, 3, 3];['3', '3', '3', '3', '4', '4', '8', '8'];{'C': {4: {'no': 200, 'corner': 16, 'edge': 4, 'face': 0}}, 'Rb': {1: {'no': 92, 'corner': 16, 'edge': 4, 'face': 0}}, 'Sm': {3: {'no': 92, 'corner': 16, 'edge': 8, 'face': 0}}}
mp-541090;Ce(SeO3)2;['Ce', 'Ce', 'Ce', 'Ce', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se'];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];['8', '8', '8', '8', '3', '3', '3', '3', '3', '3', '3', '3'];{'Ce': {4: {'no': 160, 'corner': 24, 'edge': 12, 'face': 0}}, 'Se': {4: {'no': 352, 'corner': 24, 'edge': 4, 'face': 0}}}
mp-555672;Pu(SeO3)2;['Pu', 'Pu', 'Pu', 'Pu', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se'];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];['8', '8', '8', '8', '3', '3', '3', '3', '3', '3', '3', '3'];{'Pu': {4: {'no': 164, 'corner': 24, 'edge': 12, 'face': 0}}, 'Se': {4: {'no': 356, 'corner': 24, 'edge': 4, 'face': 0}}}
mp-4599;Ce(TeO3)2;['Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Ce', 'Ce', 'Ce', 'Ce'];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];['3', '3', '3', '3', '3', '3', '3', '3', '8', '8', '8', '8'];{'Te': {4: {'no': 340, 'corner': 24, 'edge': 4, 'face': 0}}, 'Ce': {4: {'no': 152, 'corner': 24, 'edge': 12, 'face': 0}}}
mp-541285;Th(TeO3)2;['Th', 'Th', 'Th', 'Th', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te'];[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4];['8', '8', '8', '8', '3', '3', '3', '3', '3', '3', '3', '3'];{'Th': {4: {'no': 140, 'corner': 24, 'edge': 12, 'face': 0}}, 'Te': {4: {'no': 328, 'corner': 24, 'edge': 4, 'face': 0}}}
mp-27535;Ca(IO3)2;['Ca', 'Ca', 'Ca', 'Ca', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I'];[2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5];['8', '8', '8', '8', '3', '3', '3', '3', '3', '3', '3', '3'];{'Ca': {2: {'no': 152, 'corner': 24, 'edge': 12, 'face': 0}}, 'I': {5: {'no': 340, 'corner': 24, 'edge': 4, 'face': 0}}}
mp-19692;Mn3V2O8;['V', 'V', 'V', 'V', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn'];[5, 5, 5, 5, 2, 2, 2, 2, 2, 2];['4', '4', '4', '4', '6', '6', '6', '6', '6', '6'];{'V': {5: {'no': 204, 'corner': 36, 'edge': 0, 'face': 0}}, 'Mn': {2: {'no': 288, 'corner': 36, 'edge': 24, 'face': 0}}}
mp-541143;Ni3(AsO4)2;['Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'As', 'As', 'As', 'As'];[2, 2, 2, 2, 2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6', '4', '4', '4', '4'];{'Ni': {2: {'no': 416, 'corner': 36, 'edge': 24, 'face': 0}}, 'As': {5: {'no': 268, 'corner': 36, 'edge': 0, 'face': 0}}}
mp-542151;V2Ni3O8;['V', 'V', 'V', 'V', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni'];[5, 5, 5, 5, 2, 2, 2, 2, 2, 2];['4', '4', '4', '4', '6', '6', '6', '6', '6', '6'];{'V': {5: {'no': 260, 'corner': 36, 'edge': 0, 'face': 0}}, 'Ni': {2: {'no': 408, 'corner': 36, 'edge': 24, 'face': 0}}}
mp-540833;V2Co3O8;['V', 'V', 'V', 'V', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co'];[5, 5, 5, 5, 2, 2, 2, 2, 2, 2];['4', '4', '4', '4', '6', '6', '6', '6', '6', '6'];{'V': {5: {'no': 244, 'corner': 36, 'edge': 0, 'face': 0}}, 'Co': {2: {'no': 360, 'corner': 36, 'edge': 24, 'face': 0}}}
mp-19034;Mg3V2O8;['Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'V', 'V', 'V', 'V'];[2, 2, 2, 2, 2, 2, 5, 5, 5, 5];['6', '6', '6', '6', '6', '6', '4', '4', '4', '4'];{'Mg': {2: {'no': 352, 'corner': 36, 'edge': 24, 'face': 0}}, 'V': {5: {'no': 220, 'corner': 36, 'edge': 0, 'face': 0}}}
mp-540635;BaSn(GeO3)3;['Ba', 'Ba', 'Sn', 'Sn', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge'];[2, 2, 4, 4, 4, 4, 4, 4, 4, 4];['6', '6', '6', '6', '4', '4', '4', '4', '4', '4'];{'Ba': {2: {'no': 64, 'corner': 12, 'edge': 6, 'face': 0}}, 'Sn': {4: {'no': 64, 'corner': 12, 'edge': 6, 'face': 0}}, 'Ge': {4: {'no': 216, 'corner': 36, 'edge': 0, 'face': 0}}}
mp-11625;KCa(PO3)3;['P', 'P', 'P', 'P', 'P', 'P', 'K', 'K', 'Ca', 'Ca'];[5, 5, 5, 5, 5, 5, 1, 1, 2, 2];['4', '4', '4', '4', '4', '4', '6', '6', '6', '6'];{'P': {5: {'no': 252, 'corner': 36, 'edge': 0, 'face': 0}}, 'K': {1: {'no': 70, 'corner': 12, 'edge': 6, 'face': 0}}, 'Ca': {2: {'no': 70, 'corner': 12, 'edge': 6, 'face': 0}}}
mp-18502;BaSi3SnO9;['Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Sn', 'Sn', 'Ba', 'Ba'];[4, 4, 4, 4, 4, 4, 4, 4, 2, 2];['4', '4', '4', '4', '4', '4', '6', '6', '6', '6'];{'Si': {4: {'no': 276, 'corner': 36, 'edge': 0, 'face': 0}}, 'Sn': {4: {'no': 82, 'corner': 12, 'edge': 6, 'face': 0}}, 'Ba': {2: {'no': 70, 'corner': 12, 'edge': 6, 'face': 0}}}
mp-6661;BaTi(SiO3)3;['Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Ti', 'Ti', 'Ba', 'Ba'];[4, 4, 4, 4, 4, 4, 4, 4, 2, 2];['4', '4', '4', '4', '4', '4', '6', '6', '6', '6'];{'Si': {4: {'no': 300, 'corner': 36, 'edge': 0, 'face': 0}}, 'Ti': {4: {'no': 94, 'corner': 12, 'edge': 6, 'face': 0}}, 'Ba': {2: {'no': 82, 'corner': 12, 'edge': 6, 'face': 0}}}
mp-14058;KMg(PO3)3;['Mg', 'Mg', 'P', 'P', 'P', 'P', 'P', 'P', 'K', 'K'];[2, 2, 5, 5, 5, 5, 5, 5, 1, 1];['6', '6', '4', '4', '4', '4', '4', '4', '6', '6'];{'Mg': {2: {'no': 94, 'corner': 12, 'edge': 6, 'face': 0}}, 'P': {5: {'no': 336, 'corner': 36, 'edge': 0, 'face': 0}}, 'K': {1: {'no': 82, 'corner': 12, 'edge': 6, 'face': 0}}}
mp-636225;KLiNd2(MoO4)4;['K', 'K', 'Li', 'Li', 'Nd', 'Nd', 'Nd', 'Nd', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo'];[1, 1, 1, 1, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6];['10', '10', '5', '5', '8', '8', '8', '8', '4', '4', '4', '4', '4', '4', '4', '4'];{'K': {1: {'no': 68, 'corner': 22, 'edge': 8, 'face': 0}}, 'Li': {1: {'no': 86, 'corner': 12, 'edge': 4, 'face': 0}}, 'Nd': {3: {'no': 144, 'corner': 32, 'edge': 16, 'face': 0}}, 'Mo': {6: {'no': 314, 'corner': 62, 'edge': 0, 'face': 0}}}
mp-698120;KGd2Cu(MoO4)4;['K', 'K', 'Gd', 'Gd', 'Gd', 'Gd', 'Cu', 'Cu', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo'];[1, 1, 3, 3, 3, 3, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6];['12', '12', '8', '8', '8', '8', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'K': {1: {'no': 68, 'corner': 16, 'edge': 18, 'face': 0}}, 'Gd': {3: {'no': 160, 'corner': 32, 'edge': 16, 'face': 0}}, 'Cu': {1: {'no': 88, 'corner': 8, 'edge': 6, 'face': 0}}, 'Mo': {6: {'no': 344, 'corner': 56, 'edge': 4, 'face': 0}}}
mp-630880;LiNd2Tl(MoO4)4;['Li', 'Li', 'Nd', 'Nd', 'Nd', 'Nd', 'Tl', 'Tl', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo'];[1, 1, 3, 3, 3, 3, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6];['4', '4', '8', '8', '8', '8', '12', '12', '4', '4', '4', '4', '4', '4', '4', '4'];{'Li': {1: {'no': 84, 'corner': 8, 'edge': 6, 'face': 0}}, 'Nd': {3: {'no': 144, 'corner': 32, 'edge': 16, 'face': 0}}, 'Tl': {1: {'no': 64, 'corner': 16, 'edge': 18, 'face': 0}}, 'Mo': {6: {'no': 308, 'corner': 56, 'edge': 4, 'face': 0}}}
mp-630867;RbLiNd2(MoO4)4;['Rb', 'Rb', 'Li', 'Li', 'Nd', 'Nd', 'Nd', 'Nd', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo'];[1, 1, 1, 1, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6];['12', '12', '4', '4', '8', '8', '8', '8', '4', '4', '4', '4', '4', '4', '4', '4'];{'Rb': {1: {'no': 60, 'corner': 16, 'edge': 18, 'face': 0}}, 'Li': {1: {'no': 84, 'corner': 8, 'edge': 6, 'face': 0}}, 'Nd': {3: {'no': 140, 'corner': 32, 'edge': 16, 'face': 0}}, 'Mo': {6: {'no': 308, 'corner': 56, 'edge': 4, 'face': 0}}}
mp-650024;RbLiBi2(MoO4)4;['Rb', 'Rb', 'Li', 'Li', 'Bi', 'Bi', 'Bi', 'Bi', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo'];[1, 1, 1, 1, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6];['12', '12', '4', '4', '8', '8', '8', '8', '4', '4', '4', '4', '4', '4', '4', '4'];{'Rb': {1: {'no': 60, 'corner': 16, 'edge': 18, 'face': 0}}, 'Li': {1: {'no': 88, 'corner': 8, 'edge': 6, 'face': 0}}, 'Bi': {3: {'no': 140, 'corner': 32, 'edge': 16, 'face': 0}}, 'Mo': {6: {'no': 316, 'corner': 56, 'edge': 4, 'face': 0}}}
mp-556804;PrAl3(BO3)4;['Pr', 'Pr', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B'];[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];['12', '12', '6', '6', '6', '6', '6', '6', '3', '3', '3', '3', '3', '3', '3', '3'];{'Pr': {3: {'no': 122, 'corner': 8, 'edge': 30, 'face': 0}}, 'Al': {3: {'no': 450, 'corner': 36, 'edge': 30, 'face': 0}}, 'B': {3: {'no': 640, 'corner': 36, 'edge': 12, 'face': 0}}}
mp-6217;LaSc3(BO3)4;['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'La', 'La'];[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];['3', '3', '3', '3', '3', '3', '3', '3', '6', '6', '6', '6', '6', '6', '6', '6'];{'B': {3: {'no': 564, 'corner': 48, 'edge': 0, 'face': 0}}, 'Sc': {3: {'no': 408, 'corner': 48, 'edge': 12, 'face': 0}}, 'La': {3: {'no': 124, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-554815;LaSc3(BO3)4;['La', 'La', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B'];[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];['6', '6', '6', '6', '6', '6', '6', '6', '3', '3', '3', '3', '3', '3', '3', '3'];{'La': {3: {'no': 122, 'corner': 24, 'edge': 0, 'face': 0}}, 'Sc': {3: {'no': 408, 'corner': 48, 'edge': 12, 'face': 0}}, 'B': {3: {'no': 562, 'corner': 48, 'edge': 0, 'face': 0}}}
mp-6535;NdAl3(BO3)4;['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Nd', 'Nd'];[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];['3', '3', '3', '3', '3', '3', '3', '3', '6', '6', '6', '6', '6', '6', '12', '12'];{'B': {3: {'no': 648, 'corner': 36, 'edge': 12, 'face': 0}}, 'Al': {3: {'no': 450, 'corner': 36, 'edge': 30, 'face': 0}}, 'Nd': {3: {'no': 122, 'corner': 8, 'edge': 30, 'face': 0}}}
mp-18677;PrSc3(BO3)4;['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Pr', 'Pr'];[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];['3', '3', '3', '3', '3', '3', '3', '3', '6', '6', '6', '6', '6', '6', '6', '6'];{'B': {3: {'no': 572, 'corner': 48, 'edge': 0, 'face': 0}}, 'Sc': {3: {'no': 412, 'corner': 48, 'edge': 12, 'face': 0}}, 'Pr': {3: {'no': 124, 'corner': 24, 'edge': 0, 'face': 0}}}
mp-19589;Mn6AgP7O24;['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Ag', 'Ag'];[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1];['4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '7', '7', '7', '7', '8', '8', '6', '8', '6', '6', '8', '6', '10', '10'];{'P': {5: {'no': 770, 'corner': 96, 'edge': 20, 'face': 0}}, 'Mn': {2: {'no': 636, 'corner': 84, 'edge': 56, 'face': 0}}, 'Ag': {1: {'no': 90, 'corner': 12, 'edge': 20, 'face': 0}}}
mp-566704;RbMn6As7O24;['Rb', 'Rb', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'As', 'As', 'As', 'As', 'As', 'As', 'As', 'As', 'As', 'As', 'As', 'As', 'As', 'As'];[1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5];['10', '10', '6', '8', '6', '6', '6', '6', '6', '8', '8', '8', '6', '6', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4'];{'Rb': {1: {'no': 82, 'corner': 12, 'edge': 20, 'face': 0}}, 'Mn': {2: {'no': 584, 'corner': 80, 'edge': 52, 'face': 0}}, 'As': {5: {'no': 714, 'corner': 92, 'edge': 20, 'face': 0}}}
mp-16382;KCd6P7O24;['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'K', 'K', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd'];[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];['4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '10', '10', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6'];{'P': {5: {'no': 750, 'corner': 96, 'edge': 8, 'face': 0}}, 'K': {1: {'no': 90, 'corner': 16, 'edge': 16, 'face': 0}}, 'Cd': {2: {'no': 616, 'corner': 80, 'edge': 40, 'face': 0}}}
mp-19562;KMn6P7O24;['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'K', 'K', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn'];[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];['4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '9', '10', '7', '7', '7', '7', '8', '8', '8', '8', '6', '6', '6', '6'];{'P': {5: {'no': 781, 'corner': 96, 'edge': 19, 'face': 0}}, 'K': {1: {'no': 101, 'corner': 13, 'edge': 18, 'face': 0}}, 'Mn': {2: {'no': 636, 'corner': 85, 'edge': 55, 'face': 0}}}
mp-19564;NaMn6P7O24;['Na', 'Na', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn'];[1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];['10', '10', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '6', '6', '6', '6', '7', '7', '7', '7', '6', '6', '6', '6'];{'Na': {1: {'no': 94, 'corner': 16, 'edge': 16, 'face': 0}}, 'P': {5: {'no': 794, 'corner': 96, 'edge': 12, 'face': 0}}, 'Mn': {2: {'no': 656, 'corner': 80, 'edge': 44, 'face': 0}}}
mp-19578;KMn4(PO4)3;['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'K', 'K', 'K', 'K', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn'];[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];['4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '8', '8', '8', '8', '5', '5', '5', '5', '4', '4', '4', '4', '5', '5', '5', '5', '5', '5', '5', '5'];{'P': {5: {'no': 628, 'corner': 76, 'edge': 16, 'face': 0}}, 'K': {1: {'no': 212, 'corner': 24, 'edge': 24, 'face': 0}}, 'Mn': {2: {'no': 828, 'corner': 124, 'edge': 28, 'face': 0}}}
